,C_CID,C_RES,C_Scope,C_URI,R_AC,R_Scope,R_Token,R_data,R_i_state,grant,i_state,CR_AC,CR_CID,CR_GT,CR_Token,CR_URI,Token,UR_AC,UR_CID,UR_GT,UR_URI,data,timeOut,U_AC,U_CID,U_RES,U_Scope,U_URI,U_i_state,label
7706,14712,2,2,14201,11765,2,26785,25745,42874,2,42874,11765,14712,2,26785,39274,26785,11765,14712,2,14201,25745,9,11765,14712,2,2,14201,42874,3
7707,12221,2,1,42331,30257,1,13800,19829,38993,1,38993,30257,12221,1,13800,33850,13800,30257,12221,1,42331,19829,10,30257,12221,2,1,42331,38993,3
7708,31856,1,1,45170,24409,1,908,42597,16615,1,16615,24409,31856,1,908,26651,908,24409,31856,1,45170,42597,4,24409,31856,1,1,45170,16615,3
7709,46446,2,1,17614,2395,1,44299,34624,28609,2,28609,2395,46446,2,44299,7952,44299,2395,46446,2,17614,34624,3,2395,46446,2,1,17614,28609,3
7710,37788,1,1,37817,10134,1,18051,19783,48806,1,48806,10134,37788,1,18051,6056,18051,10134,37788,1,37817,19783,5,10134,37788,1,1,37817,48806,3
7711,35667,1,1,9182,6477,1,3207,26938,6125,1,6125,6477,35667,1,3207,33643,3207,6477,35667,1,9182,26938,6,6477,35667,1,1,9182,6125,3
7712,35456,2,1,7166,35500,1,27200,15920,25435,2,25435,35500,35456,2,27200,22846,27200,35500,35456,2,7166,15920,10,35500,35456,2,1,7166,25435,3
7713,16782,1,1,37127,45710,1,13527,7218,20348,2,20348,45710,16782,2,13527,5325,13527,45710,16782,2,37127,7218,4,45710,16782,1,1,37127,20348,3
7714,42120,2,1,28415,26063,1,29633,3359,28606,2,28606,26063,42120,2,29633,8447,29633,26063,42120,2,28415,3359,8,26063,42120,2,1,28415,28606,3
7715,21874,1,1,35139,679,1,40334,12864,16758,1,16758,679,21874,1,40334,880,40334,679,21874,1,35139,12864,10,679,21874,1,1,35139,16758,3
7716,8886,1,2,9050,1905,2,2788,1740,34841,2,34841,1905,8886,2,2788,46191,2788,1905,8886,2,9050,1740,9,1905,8886,1,2,9050,34841,3
7717,2552,2,1,16781,6804,1,44746,47916,28156,1,28156,6804,2552,1,44746,25053,44746,6804,2552,1,16781,47916,4,6804,2552,2,1,16781,28156,3
7718,14881,1,1,30421,33215,1,37872,29914,46166,2,46166,33215,14881,2,37872,34576,37872,33215,14881,2,30421,29914,8,33215,14881,1,1,30421,46166,3
7719,20250,2,2,27802,4778,2,12956,34060,5124,1,5124,4778,20250,1,12956,41520,12956,4778,20250,1,27802,34060,9,4778,20250,2,2,27802,5124,3
7720,28711,1,1,44481,22741,1,31667,47163,19223,2,19223,22741,28711,2,31667,41442,31667,22741,28711,2,44481,47163,9,22741,28711,1,1,44481,19223,3
7721,46404,2,1,7089,2339,1,17998,20444,23751,2,23751,2339,46404,2,17998,31819,17998,2339,46404,2,7089,20444,7,2339,46404,2,1,7089,23751,3
7722,40849,1,2,35983,34080,2,19568,45194,1627,1,1627,34080,40849,1,19568,48250,19568,34080,40849,1,35983,45194,10,34080,40849,1,2,35983,1627,3
7723,24903,2,1,44189,22408,1,23545,33841,13447,2,13447,22408,24903,2,23545,41244,23545,22408,24903,2,44189,33841,10,22408,24903,2,1,44189,13447,3
7724,5538,2,2,41900,27109,2,27575,20972,18811,2,18811,27109,5538,2,27575,41185,27575,27109,5538,2,41900,20972,10,27109,5538,2,2,41900,18811,3
7725,32122,1,1,868,6702,1,43326,9252,45950,2,45950,6702,32122,2,43326,35330,43326,6702,32122,2,868,9252,7,6702,32122,1,1,868,45950,3
7726,17605,2,2,10150,22525,2,1061,21203,7973,1,7973,22525,17605,1,1061,40968,1061,22525,17605,1,10150,21203,3,22525,17605,2,2,10150,7973,3
7727,13702,1,2,45413,16092,2,18140,26425,28526,1,28526,16092,13702,1,18140,32306,18140,16092,13702,1,45413,26425,8,16092,13702,1,2,45413,28526,3
7728,10203,1,1,34485,5199,1,12140,40427,22561,1,22561,5199,10203,1,12140,8336,12140,5199,10203,1,34485,40427,9,5199,10203,1,1,34485,22561,3
7729,19145,2,2,35652,46843,2,24634,37651,32352,1,32352,46843,19145,1,24634,16483,24634,46843,19145,1,35652,37651,8,46843,19145,2,2,35652,32352,3
7730,46328,2,1,19369,9874,1,16676,21288,43614,1,43614,9874,46328,1,16676,41878,16676,9874,46328,1,19369,21288,6,9874,46328,2,1,19369,43614,3
7731,3725,2,1,21987,7041,1,26755,7304,22707,1,22707,7041,3725,1,26755,18413,26755,7041,3725,1,21987,7304,7,7041,3725,2,1,21987,22707,3
7732,39490,2,2,30050,17331,2,7198,16677,11244,1,11244,17331,39490,1,7198,34531,7198,17331,39490,1,30050,16677,9,17331,39490,2,2,30050,11244,3
7733,48737,1,1,25014,29921,1,2122,13453,40275,1,40275,29921,48737,1,2122,31115,2122,29921,48737,1,25014,13453,8,29921,48737,1,1,25014,40275,3
7734,6429,2,1,9606,22958,1,12691,22443,12763,1,12763,22958,6429,1,12691,29664,12691,22958,6429,1,9606,22443,4,22958,6429,2,1,9606,12763,3
7735,49036,1,2,19083,22527,2,3308,22995,42428,1,42428,22527,49036,1,3308,44427,3308,22527,49036,1,19083,22995,4,22527,49036,1,2,19083,42428,3
7736,35937,2,2,31699,12516,2,3117,20241,29158,2,29158,12516,35937,2,3117,48313,3117,12516,35937,2,31699,20241,9,12516,35937,2,2,31699,29158,3
7737,40392,2,1,1364,15150,1,615,8482,45805,1,45805,15150,40392,1,615,5125,615,15150,40392,1,1364,8482,6,15150,40392,2,1,1364,45805,3
7738,11627,2,2,23413,47372,2,15838,44354,7449,2,7449,47372,11627,2,15838,35108,15838,47372,11627,2,23413,44354,8,47372,11627,2,2,23413,7449,3
7739,46133,1,1,1595,5109,1,48391,36445,4239,1,4239,5109,46133,1,48391,21867,48391,5109,46133,1,1595,36445,8,5109,46133,1,1,1595,4239,3
7740,27674,2,2,12434,32383,2,37794,21402,29778,2,29778,32383,27674,2,37794,33909,37794,32383,27674,2,12434,21402,3,32383,27674,2,2,12434,29778,3
7741,6316,1,2,25610,18516,2,4765,18113,45728,1,45728,18516,6316,1,4765,28716,4765,18516,6316,1,25610,18113,6,18516,6316,1,2,25610,45728,3
7742,12830,1,1,31095,3135,1,28036,9483,29615,2,29615,3135,12830,2,28036,4672,28036,3135,12830,2,31095,9483,3,3135,12830,1,1,31095,29615,3
7743,16358,2,2,9080,27681,2,36264,37600,39656,1,39656,27681,16358,1,36264,27503,36264,27681,16358,1,9080,37600,3,27681,16358,2,2,9080,39656,3
7744,19121,2,1,33598,34201,1,37990,29174,582,1,582,34201,19121,1,37990,26812,37990,34201,19121,1,33598,29174,6,34201,19121,2,1,33598,582,3
7745,30408,1,1,37675,6894,1,39502,43143,19834,1,19834,6894,30408,1,39502,31440,39502,6894,30408,1,37675,43143,7,6894,30408,1,1,37675,19834,3
7746,2005,1,2,6048,44671,2,20672,24995,4559,1,4559,44671,2005,1,20672,40535,20672,44671,2005,1,6048,24995,3,44671,2005,1,2,6048,4559,3
7747,31720,1,2,20879,49755,2,30587,12691,18630,1,18630,49755,31720,1,30587,47988,30587,49755,31720,1,20879,12691,7,49755,31720,1,2,20879,18630,3
7748,42577,1,2,913,9409,2,9230,27686,15952,2,15952,9409,42577,2,9230,23427,9230,9409,42577,2,913,27686,9,9409,42577,1,2,913,15952,3
7749,40864,1,2,4154,41305,2,21408,19166,6536,2,6536,41305,40864,2,21408,49472,21408,41305,40864,2,4154,19166,6,41305,40864,1,2,4154,6536,3
7750,41412,2,1,19706,18159,1,21901,35213,12586,2,12586,18159,41412,2,21901,13853,21901,18159,41412,2,19706,35213,8,18159,41412,2,1,19706,12586,3
7751,27690,2,2,27593,5563,2,4909,39222,18284,1,18284,5563,27690,1,4909,32049,4909,5563,27690,1,27593,39222,10,5563,27690,2,2,27593,18284,3
7752,33990,2,1,35981,48976,1,14036,4336,31822,2,31822,48976,33990,2,14036,41035,14036,48976,33990,2,35981,4336,7,48976,33990,2,1,35981,31822,3
7753,36235,2,2,14153,6776,2,19402,8844,36685,1,36685,6776,36235,1,19402,22929,19402,6776,36235,1,14153,8844,7,6776,36235,2,2,14153,36685,3
7754,6168,2,1,13920,7454,1,13400,35029,6900,2,6900,7454,6168,2,13400,13582,13400,7454,6168,2,13920,35029,3,7454,6168,2,1,13920,6900,3
7755,23928,1,2,44673,34108,2,47083,24073,2852,1,2852,34108,23928,1,47083,49971,47083,34108,23928,1,44673,24073,7,34108,23928,1,2,44673,2852,3
7756,33603,2,1,47782,29393,1,7697,46250,46655,2,46655,29393,33603,2,7697,5505,7697,29393,33603,2,47782,46250,3,29393,33603,2,1,47782,46655,3
7757,25207,2,2,18688,5355,2,26332,3674,32784,2,32784,5355,25207,2,26332,32642,26332,5355,25207,2,18688,3674,6,5355,25207,2,2,18688,32784,3
7758,13557,1,1,39451,45864,1,2670,26983,1912,1,1912,45864,13557,1,2670,5053,2670,45864,13557,1,39451,26983,6,45864,13557,1,1,39451,1912,3
7759,21453,1,1,11285,20636,1,21129,20863,34653,1,34653,20636,21453,1,21129,8163,21129,20636,21453,1,11285,20863,9,20636,21453,1,1,11285,34653,3
7760,30843,2,1,22245,7532,1,31550,20287,36199,2,36199,7532,30843,2,31550,4739,31550,7532,30843,2,22245,20287,3,7532,30843,2,1,22245,36199,3
7761,14669,1,1,30996,28918,1,32904,9620,18399,2,18399,28918,14669,2,32904,33992,32904,28918,14669,2,30996,9620,4,28918,14669,1,1,30996,18399,3
7762,17824,2,2,47808,25363,2,12915,48566,40918,1,40918,25363,17824,1,12915,19379,12915,25363,17824,1,47808,48566,4,25363,17824,2,2,47808,40918,3
7763,10872,1,2,14641,4578,2,11521,11602,14199,2,14199,4578,10872,2,11521,48717,11521,4578,10872,2,14641,11602,6,4578,10872,1,2,14641,14199,3
7764,8425,2,1,34326,4755,1,19539,49350,40911,2,40911,4755,8425,2,19539,37719,19539,4755,8425,2,34326,49350,4,4755,8425,2,1,34326,40911,3
7765,2531,2,1,42297,41163,1,42758,39415,40166,1,40166,41163,2531,1,42758,38167,42758,41163,2531,1,42297,39415,10,41163,2531,2,1,42297,40166,3
7766,6696,1,2,21444,6770,2,23141,31512,44374,2,44374,6770,6696,2,23141,15526,23141,6770,6696,2,21444,31512,3,6770,6696,1,2,21444,44374,3
7767,27638,2,1,44290,48696,1,15640,35991,27406,1,27406,48696,27638,1,15640,45254,15640,48696,27638,1,44290,35991,8,48696,27638,2,1,44290,27406,3
7768,16909,2,2,46458,25380,2,9013,4882,2958,1,2958,25380,16909,1,9013,18994,9013,25380,16909,1,46458,4882,4,25380,16909,2,2,46458,2958,3
7769,30034,2,1,16727,33408,1,9863,18130,38110,2,38110,33408,30034,2,9863,38591,9863,33408,30034,2,16727,18130,8,33408,30034,2,1,16727,38110,3
7770,6023,1,2,41754,22409,2,23101,32474,31931,2,31931,22409,6023,2,23101,31252,23101,22409,6023,2,41754,32474,7,22409,6023,1,2,41754,31931,3
7771,21599,1,1,27192,42634,1,24587,28839,704,1,704,42634,21599,1,24587,20405,24587,42634,21599,1,27192,28839,9,42634,21599,1,1,27192,704,3
7772,23830,1,1,37134,47741,1,44142,10193,12791,1,12791,47741,23830,1,44142,16105,44142,47741,23830,1,37134,10193,6,47741,23830,1,1,37134,12791,3
7773,34273,1,2,15748,27651,2,1806,23977,14099,2,14099,27651,34273,2,1806,9985,1806,27651,34273,2,15748,23977,4,27651,34273,1,2,15748,14099,3
7774,26362,2,1,6610,23827,1,26170,38132,40678,1,40678,23827,26362,1,26170,45042,26170,23827,26362,1,6610,38132,7,23827,26362,2,1,6610,40678,3
7775,23104,1,2,28355,16045,2,24703,7098,40511,2,40511,16045,23104,2,24703,48168,24703,16045,23104,2,28355,7098,6,16045,23104,1,2,28355,40511,3
7776,29991,2,2,38581,44347,2,19430,49404,15173,1,15173,44347,29991,1,19430,6459,19430,44347,29991,1,38581,49404,4,44347,29991,2,2,38581,15173,3
7777,21489,1,1,38222,366,1,7615,18874,8179,1,8179,366,21489,1,7615,25648,7615,366,21489,1,38222,18874,7,366,21489,1,1,38222,8179,3
7778,1022,1,1,19742,8102,1,8831,23374,17513,1,17513,8102,1022,1,8831,24082,8831,8102,1022,1,19742,23374,4,8102,1022,1,1,19742,17513,3
7779,10800,1,1,30261,44683,1,34845,2263,21930,1,21930,44683,10800,1,34845,49425,34845,44683,10800,1,30261,2263,10,44683,10800,1,1,30261,21930,3
7780,7441,1,2,45177,16391,2,39585,14357,38335,2,38335,16391,7441,2,39585,20329,39585,16391,7441,2,45177,14357,7,16391,7441,1,2,45177,38335,3
7781,14248,1,2,1351,511,2,31820,20324,39296,1,39296,511,14248,1,31820,24260,31820,511,14248,1,1351,20324,8,511,14248,1,2,1351,39296,3
7782,16448,1,2,20671,11967,2,11534,28971,30,1,30,11967,16448,1,11534,34931,11534,11967,16448,1,20671,28971,8,11967,16448,1,2,20671,30,3
7783,46893,2,2,20339,47374,2,12048,17744,19452,1,19452,47374,46893,1,12048,707,12048,47374,46893,1,20339,17744,7,47374,46893,2,2,20339,19452,3
7784,3095,1,2,29830,11542,2,47599,2034,42892,2,42892,11542,3095,2,47599,40282,47599,11542,3095,2,29830,2034,10,11542,3095,1,2,29830,42892,3
7785,41395,2,1,41877,35073,1,41342,43585,12505,2,12505,35073,41395,2,41342,21752,41342,35073,41395,2,41877,43585,8,35073,41395,2,1,41877,12505,3
7786,29397,1,2,49896,19011,2,29821,38238,41153,1,41153,19011,29397,1,29821,21991,29821,19011,29397,1,49896,38238,4,19011,29397,1,2,49896,41153,3
7787,22626,2,1,28749,49642,1,45287,35100,40577,2,40577,49642,22626,2,45287,41783,45287,49642,22626,2,28749,35100,7,49642,22626,2,1,28749,40577,3
7788,43069,2,2,3304,31959,2,46768,38718,41488,1,41488,31959,43069,1,46768,13536,46768,31959,43069,1,3304,38718,8,31959,43069,2,2,3304,41488,3
7789,25132,2,2,16253,48123,2,1165,2549,33401,2,33401,48123,25132,2,1165,3853,1165,48123,25132,2,16253,2549,3,48123,25132,2,2,16253,33401,3
7790,32491,2,1,4655,42350,1,33573,21183,11224,1,11224,42350,32491,1,33573,49840,33573,42350,32491,1,4655,21183,9,42350,32491,2,1,4655,11224,3
7791,42483,2,2,41349,26058,2,15547,24376,42627,2,42627,26058,42483,2,15547,11194,15547,26058,42483,2,41349,24376,8,26058,42483,2,2,41349,42627,3
7792,28818,1,1,31707,7370,1,38776,2811,11059,1,11059,7370,28818,1,38776,23923,38776,7370,28818,1,31707,2811,9,7370,28818,1,1,31707,11059,3
7793,2591,1,1,21157,40848,1,18686,19693,29024,2,29024,40848,2591,2,18686,29499,18686,40848,2591,2,21157,19693,9,40848,2591,1,1,21157,29024,3
7794,34128,2,1,34624,46986,1,26361,25057,8770,2,8770,46986,34128,2,26361,32878,26361,46986,34128,2,34624,25057,10,46986,34128,2,1,34624,8770,3
7795,28921,2,1,885,45055,1,16520,2062,40003,1,40003,45055,28921,1,16520,48667,16520,45055,28921,1,885,2062,6,45055,28921,2,1,885,40003,3
7796,6888,1,1,4110,6200,1,16643,49241,25895,1,25895,6200,6888,1,16643,25226,16643,6200,6888,1,4110,49241,6,6200,6888,1,1,4110,25895,3
7797,21681,1,1,35623,8917,1,2979,39836,22123,1,22123,8917,21681,1,2979,39379,2979,8917,21681,1,35623,39836,6,8917,21681,1,1,35623,22123,3
7798,39872,1,2,40042,24529,2,2439,3054,39743,1,39743,24529,39872,1,2439,4496,2439,24529,39872,1,40042,3054,7,24529,39872,1,2,40042,39743,3
7799,26426,2,1,4135,6171,1,11676,9539,17436,1,17436,6171,26426,1,11676,47921,11676,6171,26426,1,4135,9539,4,6171,26426,2,1,4135,17436,3
7800,43764,1,2,49815,3319,2,32275,162,30207,1,30207,3319,43764,1,32275,24920,32275,3319,43764,1,49815,162,9,3319,43764,1,2,49815,30207,3
7801,37848,1,1,24938,2464,1,34222,40256,2765,1,2765,2464,37848,1,34222,10585,34222,2464,37848,1,24938,40256,6,2464,37848,1,1,24938,2765,3
7802,28753,1,2,9298,25004,2,1396,32225,37864,2,37864,25004,28753,2,1396,24796,1396,25004,28753,2,9298,32225,7,25004,28753,1,2,9298,37864,3
7803,12465,2,2,2965,16415,2,8167,40724,14003,2,14003,16415,12465,2,8167,1800,8167,16415,12465,2,2965,40724,6,16415,12465,2,2,2965,14003,3
7804,36597,1,2,5716,49565,2,510,3805,30178,1,30178,49565,36597,1,510,40986,510,49565,36597,1,5716,3805,10,49565,36597,1,2,5716,30178,3
7805,32925,2,1,36308,11395,1,23126,37861,42784,2,42784,11395,32925,2,23126,27973,23126,11395,32925,2,36308,37861,10,11395,32925,2,1,36308,42784,3
7806,49324,1,1,2474,31231,1,32494,5594,3309,1,3309,31231,49324,1,32494,18699,32494,31231,49324,1,2474,5594,5,31231,49324,1,1,2474,3309,3
7807,27626,2,1,15056,42158,1,36171,47974,40809,2,40809,42158,27626,2,36171,47959,36171,42158,27626,2,15056,47974,5,42158,27626,2,1,15056,40809,3
7808,48,2,2,6645,17556,2,32286,12507,34223,2,34223,17556,48,2,32286,13179,32286,17556,48,2,6645,12507,3,17556,48,2,2,6645,34223,3
7809,25603,1,2,41541,25555,2,6619,5495,32647,2,32647,25555,25603,2,6619,29411,6619,25555,25603,2,41541,5495,9,25555,25603,1,2,41541,32647,3
7810,43548,1,2,32770,30885,2,8518,9249,48986,2,48986,30885,43548,2,8518,30998,8518,30885,43548,2,32770,9249,10,30885,43548,1,2,32770,48986,3
7811,6528,2,2,31113,5874,2,30835,38156,21425,2,21425,5874,6528,2,30835,8420,30835,5874,6528,2,31113,38156,4,5874,6528,2,2,31113,21425,3
7812,47316,1,1,21866,32108,1,45015,48064,5161,1,5161,32108,47316,1,45015,33734,45015,32108,47316,1,21866,48064,3,32108,47316,1,1,21866,5161,3
7813,22085,2,1,28007,9642,1,11340,42522,2571,1,2571,9642,22085,1,11340,43703,11340,9642,22085,1,28007,42522,6,9642,22085,2,1,28007,2571,3
7814,28016,1,1,301,14933,1,4348,3427,40698,2,40698,14933,28016,2,4348,29664,4348,14933,28016,2,301,3427,5,14933,28016,1,1,301,40698,3
7815,16706,1,2,4958,7697,2,20872,3438,45033,1,45033,7697,16706,1,20872,1694,20872,7697,16706,1,4958,3438,5,7697,16706,1,2,4958,45033,3
7816,10308,1,2,26053,30246,2,39708,10962,121,2,121,30246,10308,2,39708,30557,39708,30246,10308,2,26053,10962,7,30246,10308,1,2,26053,121,3
7817,4308,2,2,48092,8518,2,34642,24202,36800,1,36800,8518,4308,1,34642,25026,34642,8518,4308,1,48092,24202,10,8518,4308,2,2,48092,36800,3
7818,28095,2,1,11953,26349,1,16296,39909,42781,1,42781,26349,28095,1,16296,13710,16296,26349,28095,1,11953,39909,4,26349,28095,2,1,11953,42781,3
7819,43696,1,1,32436,34462,1,45804,31989,26345,1,26345,34462,43696,1,45804,11683,45804,34462,43696,1,32436,31989,6,34462,43696,1,1,32436,26345,3
7820,8588,2,2,49254,47774,2,28341,14364,9444,1,9444,47774,8588,1,28341,44486,28341,47774,8588,1,49254,14364,7,47774,8588,2,2,49254,9444,3
7821,11626,2,2,17794,48517,2,42026,13986,12184,2,12184,48517,11626,2,42026,26225,42026,48517,11626,2,17794,13986,4,48517,11626,2,2,17794,12184,3
7822,33691,2,2,10431,10902,2,48646,24630,19092,2,19092,10902,33691,2,48646,1592,48646,10902,33691,2,10431,24630,7,10902,33691,2,2,10431,19092,3
7823,3004,1,1,46905,46552,1,36507,13978,3040,1,3040,46552,3004,1,36507,24071,36507,46552,3004,1,46905,13978,6,46552,3004,1,1,46905,3040,3
7824,8690,1,2,31926,12129,2,13384,20562,12913,2,12913,12129,8690,2,13384,29737,13384,12129,8690,2,31926,20562,10,12129,8690,1,2,31926,12913,3
7825,17725,1,1,37424,42823,1,3930,15273,45891,1,45891,42823,17725,1,3930,26672,3930,42823,17725,1,37424,15273,6,42823,17725,1,1,37424,45891,3
7826,23471,2,1,34539,25369,1,21565,46986,22054,1,22054,25369,23471,1,21565,22407,21565,25369,23471,1,34539,46986,6,25369,23471,2,1,34539,22054,3
7827,15574,1,2,39673,30390,2,44322,21600,18706,1,18706,30390,15574,1,44322,46774,44322,30390,15574,1,39673,21600,6,30390,15574,1,2,39673,18706,3
7828,18667,1,1,21681,39379,1,21035,47972,9107,1,9107,39379,18667,1,21035,36559,21035,39379,18667,1,21681,47972,3,39379,18667,1,1,21681,9107,3
7829,25778,1,1,30335,12806,1,28323,17619,2209,2,2209,12806,25778,2,28323,41884,28323,12806,25778,2,30335,17619,7,12806,25778,1,1,30335,2209,3
7830,16047,1,2,14108,9983,2,19683,43677,16775,1,16775,9983,16047,1,19683,26943,19683,9983,16047,1,14108,43677,9,9983,16047,1,2,14108,16775,3
7831,1642,1,1,21157,32745,1,4825,40858,16059,1,16059,32745,1642,1,4825,33942,4825,32745,1642,1,21157,40858,4,32745,1642,1,1,21157,16059,3
7832,21358,2,2,45079,3281,2,12162,27,44299,2,44299,3281,21358,2,12162,5118,12162,3281,21358,2,45079,27,6,3281,21358,2,2,45079,44299,3
7833,10336,2,1,46883,45362,1,21909,21234,38871,2,38871,45362,10336,2,21909,41588,21909,45362,10336,2,46883,21234,7,45362,10336,2,1,46883,38871,3
7834,5778,2,2,10239,19403,2,26762,42387,41802,2,41802,19403,5778,2,26762,27693,26762,19403,5778,2,10239,42387,6,19403,5778,2,2,10239,41802,3
7835,4229,1,2,32197,44067,2,19077,6473,41599,2,41599,44067,4229,2,19077,9013,19077,44067,4229,2,32197,6473,9,44067,4229,1,2,32197,41599,3
7836,27573,2,2,34350,21900,2,27146,10337,34214,1,34214,21900,27573,1,27146,20511,27146,21900,27573,1,34350,10337,6,21900,27573,2,2,34350,34214,3
7837,40751,1,1,15940,12569,1,761,49964,17052,2,17052,12569,40751,2,761,26793,761,12569,40751,2,15940,49964,3,12569,40751,1,1,15940,17052,3
7838,45016,1,2,48783,11135,2,48582,25448,13880,2,13880,11135,45016,2,48582,41064,48582,11135,45016,2,48783,25448,7,11135,45016,1,2,48783,13880,3
7839,41881,2,1,30703,17311,1,7223,11817,38173,2,38173,17311,41881,2,7223,4355,7223,17311,41881,2,30703,11817,4,17311,41881,2,1,30703,38173,3
7840,36209,2,1,2324,5024,1,46430,46164,15888,2,15888,5024,36209,2,46430,25092,46430,5024,36209,2,2324,46164,7,5024,36209,2,1,2324,15888,3
7841,5349,1,2,22659,8543,2,11836,20283,48720,2,48720,8543,5349,2,11836,6138,11836,8543,5349,2,22659,20283,4,8543,5349,1,2,22659,48720,3
7842,42592,2,2,11061,41507,2,21578,40979,16548,2,16548,41507,42592,2,21578,19706,21578,41507,42592,2,11061,40979,5,41507,42592,2,2,11061,16548,3
7843,1279,2,2,36157,40094,2,26938,25273,39792,2,39792,40094,1279,2,26938,26246,26938,40094,1279,2,36157,25273,5,40094,1279,2,2,36157,39792,3
7844,130,1,2,47978,46726,2,41529,40724,44162,2,44162,46726,130,2,41529,48361,41529,46726,130,2,47978,40724,3,46726,130,1,2,47978,44162,3
7845,39211,2,2,12531,37094,2,39714,7210,18150,2,18150,37094,39211,2,39714,28664,39714,37094,39211,2,12531,7210,5,37094,39211,2,2,12531,18150,3
7846,40711,2,1,32834,19178,1,18326,33527,3146,2,3146,19178,40711,2,18326,34883,18326,19178,40711,2,32834,33527,5,19178,40711,2,1,32834,3146,3
7847,5170,1,2,44888,10124,2,6142,7750,33347,1,33347,10124,5170,1,6142,1975,6142,10124,5170,1,44888,7750,9,10124,5170,1,2,44888,33347,3
7848,8032,2,1,12205,19930,1,10589,23814,43819,1,43819,19930,8032,1,10589,2167,10589,19930,8032,1,12205,23814,7,19930,8032,2,1,12205,43819,3
7849,13091,2,1,37737,22399,1,47310,40253,34895,1,34895,22399,13091,1,47310,27232,47310,22399,13091,1,37737,40253,6,22399,13091,2,1,37737,34895,3
7850,29450,2,1,23073,17121,1,9885,49641,46303,1,46303,17121,29450,1,9885,14748,9885,17121,29450,1,23073,49641,8,17121,29450,2,1,23073,46303,3
7851,16275,2,1,2121,26475,1,4316,33761,9120,1,9120,26475,16275,1,4316,37180,4316,26475,16275,1,2121,33761,4,26475,16275,2,1,2121,9120,3
7852,38216,1,2,39750,6505,2,29144,1186,5033,1,5033,6505,38216,1,29144,34545,29144,6505,38216,1,39750,1186,6,6505,38216,1,2,39750,5033,3
7853,45173,1,2,47403,25236,2,38386,2033,17007,1,17007,25236,45173,1,38386,8351,38386,25236,45173,1,47403,2033,6,25236,45173,1,2,47403,17007,3
7854,35850,2,2,31630,17578,2,32,21460,33235,1,33235,17578,35850,1,32,21943,32,17578,35850,1,31630,21460,4,17578,35850,2,2,31630,33235,3
7855,35954,1,1,29627,16724,1,38826,36719,4650,2,4650,16724,35954,2,38826,19814,38826,16724,35954,2,29627,36719,3,16724,35954,1,1,29627,4650,3
7856,21401,2,1,25248,42943,1,21302,20493,39640,1,39640,42943,21401,1,21302,36043,21302,42943,21401,1,25248,20493,5,42943,21401,2,1,25248,39640,3
7857,33748,1,1,22139,19567,1,13259,36299,20085,1,20085,19567,33748,1,13259,47227,13259,19567,33748,1,22139,36299,10,19567,33748,1,1,22139,20085,3
7858,22503,1,2,31922,19701,2,8843,47369,45997,2,45997,19701,22503,2,8843,3851,8843,19701,22503,2,31922,47369,5,19701,22503,1,2,31922,45997,3
7859,40673,1,1,20350,8033,1,5137,27694,22019,2,22019,8033,40673,2,5137,39019,5137,8033,40673,2,20350,27694,6,8033,40673,1,1,20350,22019,3
7860,45015,1,1,46634,34191,1,24465,17619,37755,1,37755,34191,45015,1,24465,27364,24465,34191,45015,1,46634,17619,5,34191,45015,1,1,46634,37755,3
7861,33492,2,1,1913,36279,1,11295,23022,48737,2,48737,36279,33492,2,11295,18799,11295,36279,33492,2,1913,23022,10,36279,33492,2,1,1913,48737,3
7862,32763,2,1,37448,10806,1,8005,2079,41715,1,41715,10806,32763,1,8005,38933,8005,10806,32763,1,37448,2079,3,10806,32763,2,1,37448,41715,3
7863,26406,1,1,33795,26283,1,20391,37305,42212,2,42212,26283,26406,2,20391,39650,20391,26283,26406,2,33795,37305,7,26283,26406,1,1,33795,42212,3
7864,34719,2,1,38653,43501,1,25421,49265,32834,1,32834,43501,34719,1,25421,39387,25421,43501,34719,1,38653,49265,7,43501,34719,2,1,38653,32834,3
7865,17121,2,2,25649,14138,2,16117,30354,21697,2,21697,14138,17121,2,16117,3200,16117,14138,17121,2,25649,30354,10,14138,17121,2,2,25649,21697,3
7866,35310,2,2,15393,504,2,15917,36359,533,2,533,504,35310,2,15917,10873,15917,504,35310,2,15393,36359,8,504,35310,2,2,15393,533,3
7867,24878,1,2,22076,40344,2,48076,25586,34872,2,34872,40344,24878,2,48076,38506,48076,40344,24878,2,22076,25586,8,40344,24878,1,2,22076,34872,3
7868,22155,2,1,1417,6054,1,14268,46450,7069,2,7069,6054,22155,2,14268,2755,14268,6054,22155,2,1417,46450,4,6054,22155,2,1,1417,7069,3
7869,35337,2,1,11511,34214,1,26148,13556,34391,2,34391,34214,35337,2,26148,7054,26148,34214,35337,2,11511,13556,8,34214,35337,2,1,11511,34391,3
7870,951,2,1,17367,23420,1,1114,21056,14640,1,14640,23420,951,1,1114,48924,1114,23420,951,1,17367,21056,3,23420,951,2,1,17367,14640,3
7871,31535,2,1,32561,28871,1,3044,17450,44262,1,44262,28871,31535,1,3044,22637,3044,28871,31535,1,32561,17450,10,28871,31535,2,1,32561,44262,3
7872,9377,2,1,16858,706,1,10842,15671,18192,1,18192,706,9377,1,10842,13312,10842,706,9377,1,16858,15671,6,706,9377,2,1,16858,18192,3
